st_port,GROUP_CONCAT(st_dest_ip),GROUP_CONCAT(st_serv_name),GROUP_CONCAT(rule_name),GROUP_CONCAT(rule_order),GROUP_CONCAT(rule_number)
16506/udp,"157.163.152.9,139.21.152.111,139.22.152.84,157.163.120.176,139.21.170.35","udp_16506,udp_16506,udp_16506,udp_16506,udp_16506","wuser_5831,wuser_5831,wuser_5831,wuser_0678,wuser_0678","466,464,464,326,323","451,449,449,311,308"
16507/udp,"157.163.120.176,139.21.170.35,157.163.152.9,139.22.152.84,139.21.152.111","udp_16507,udp_16507,udp_16507,udp_16507,udp_16507","wuser_0678,wuser_0678,wuser_5831,wuser_5831,wuser_5831","326,323,466,464,464","311,308,451,449,449"
16508/udp,"139.21.152.111,157.163.152.9,139.22.152.84,157.163.120.176,139.21.170.35","udp_16508,udp_16508,udp_16508,udp_16508,udp_16508","wuser_5831,wuser_5831,wuser_5831,wuser_0678,wuser_0678","464,466,464,326,323","449,451,449,311,308"
16509/udp,"157.163.120.176,139.21.170.35,139.21.152.111,157.163.152.9,139.22.152.84","udp_16509,udp_16509,udp_16509,udp_16509,udp_16509","wuser_0678,wuser_0678,wuser_5831,wuser_5831,wuser_5831","326,323,464,466,464","311,308,449,451,449"
16900/udp,"136.157.210.124,136.157.210.9,136.157.210.72,136.157.210.11,136.157.210.126,136.157.210.73,136.157.210.12,136.157.210.10,136.157.210.125","udp_16900,udp_16900,udp_16900,udp_16900,udp_16900,udp_16900,udp_16900,udp_16900,udp_16900","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
17010/tcp,"136.157.210.102,136.157.210.21,136.157.210.102","tcp_17010,tcp_17010,tcp_17010","a_whitelist,a_17523_concierge,a_17523_concierge","830,1088,1088","814,1072,1072"
17988/tcp,"149.246.96.13,149.246.96.13,129.73.66.116,132.186.45.174,149.246.96.11,132.186.162.55,149.246.96.10,129.73.66.119,129.73.66.119,149.246.96.11,132.186.33.164,129.73.66.117,149.246.96.12,129.73.66.116,129.73.58.114,129.73.58.114,129.73.66.117,149.246.96.10,140.231.188.246,132.186.45.174,149.246.96.12,132.186.33.165","TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988,TCP_17988","a_17042_CDC,a_cdc,a_cdc,a_cdc,a_17042_CDC,a_17042_CDC,a_cdc,a_cdc,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_cdc,a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC","952,992,992,992,952,952,992,992,952,992,952,952,992,952,952,992,992,952,952,952,952,952","936,976,976,976,936,936,976,976,936,976,936,936,976,936,936,976,976,936,936,936,936,936"
17990/tcp,"149.246.96.13,129.73.58.114,149.246.96.10,129.73.66.119,129.73.66.117,129.73.66.117,132.186.45.174,132.186.33.165,129.73.66.116,132.186.162.55,149.246.96.12,132.186.33.164,149.246.96.11,140.231.188.246,149.246.96.10,129.73.66.119,149.246.96.11,132.186.45.174,129.73.66.116,149.246.96.12,129.73.58.114,149.246.96.13","TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990,TCP_17990","a_cdc,a_cdc,a_cdc,a_17042_CDC,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_cdc,a_cdc,a_cdc,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC","992,992,992,952,952,992,952,952,992,952,952,952,952,952,952,992,992,992,952,992,952,952","976,976,976,936,936,976,936,936,976,936,936,936,936,936,936,976,976,976,936,976,936,936"
18443/tcp,136.157.210.18,tcp_18443,a_whitelist,822,806
18443/udp,136.157.210.18,udp_18443,a_whitelist,822,806
19000/tcp,"129.73.188.95,161.218.81.100","tcp_19000_19005,tcp_19000_19005","a_whitelist,a_whitelist","797,797","781,781"
19500/tcp,136.157.210.102,tcp_19500,a_whitelist,830,814
1984/tcp,"139.25.205.236,165.218.6.17,149.246.96.7,132.186.33.172,132.186.33.172,132.186.33.173,132.186.45.170,161.134.134.168,209.243.224.135,140.231.188.242,129.73.47.22,149.246.96.9,132.186.61.241,132.186.61.241,165.218.212.10,149.246.96.6,140.231.188.242,149.246.96.8,132.186.33.173","tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984,tcp_1984","a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC","999,956,956,953,954,954,956,999,956,954,956,956,953,954,956,956,953,956,953","983,940,940,937,938,938,940,983,940,938,940,940,937,938,940,940,937,940,937"
20/tcp,"157.163.130.180,157.163.130.181,158.92.68.149,157.163.130.178,157.163.130.176,157.163.130.177,157.163.130.182,157.163.130.179","TCP_20,TCP_20,TCP_20,TCP_20,TCP_20,TCP_20,TCP_20,TCP_20","a_4513_mytma,a_4513_mytma,a_SI-Teil,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma","1062,1062,985,1062,1062,1062,1062,1062","1046,1046,969,1046,1046,1046,1046,1046"
20000-23999/udp,"136.157.210.10,136.157.210.124,136.157.210.126,136.157.210.72,136.157.210.9,136.157.210.125,136.157.210.11,136.157.210.12,136.157.210.73","udp_20000-23999,udp_20000-23999,udp_20000-23999,udp_20000-23999,udp_20000-23999,udp_20000-23999,udp_20000-23999,udp_20000-23999,udp_20000-23999","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
20000/tcp,"136.157.210.9,136.157.210.10,158.92.12.27,136.157.210.73,136.157.210.11,136.157.210.72,136.157.210.124,136.157.210.12,136.157.210.126,136.157.210.125,139.21.179.111,139.21.179.73","DNP3,DNP3,DNP3,DNP3,DNP3,DNP3,DNP3,DNP3,DNP3,DNP3,tcp_20000,tcp_20000","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,836,831,831,831,831,831,831,831,553,588","815,815,820,815,815,815,815,815,815,815,537,572"
20001/tcp,136.157.210.102,tcp_20001,a_whitelist,830,814
20002/tcp,"136.157.210.102,136.157.210.102,136.157.210.21","tcp_20002,tcp_20002,tcp_20002","a_whitelist,a_17523_concierge,a_17523_concierge","830,1088,1088","814,1072,1072"
20003/tcp,136.157.210.102,tcp_20003,a_whitelist,830,814
20020/tcp,"194.138.20.137,194.138.20.81","tcp_20020,tcp_20020","wuser_3807;3808,wuser_3807;3808","486,486","471,471"
2021/tcp,"194.138.20.137,194.138.20.81","tcp_2021,tcp_2021","wuser_3807;3808,wuser_3807;3808","486,486","471,471"
2049/tcp,"132.186.135.158,137.223.43.229,137.223.43.230","nfsd-tcp,nfsd-tcp,nfsd-tcp","a_17025_Avamar,a_99994_ATOSIRVLV,a_99994_ATOSIRVLV","1109,1070,1071","1093,1054,1055"
2052/tcp,"137.223.43.230,137.223.43.229,132.186.135.158","TCP_2052,TCP_2052,TCP_2052","a_99994_ATOSIRVLV,a_99994_ATOSIRVLV,a_17025_Avamar","1071,1070,1109","1055,1054,1093"
20520/tcp,"194.138.20.81,194.138.20.137","tcp_20520,tcp_20520","wuser_3807;3808,wuser_3807;3808","486,486","471,471"
20611/tcp,139.23.156.26,tcp_20611,a_whitelist,794,778
2080/tcp,132.186.61.208,tcp_2080,a_whitelist,781,765
21/tcp,"149.212.124.9,147.54.155.166,147.54.155.213,139.25.231.74,149.212.124.19,149.212.124.18,149.212.124.12,147.54.155.212,157.163.130.176,157.163.130.177,157.163.130.178,157.163.130.179,157.163.130.180,158.92.68.149,157.163.130.181,157.163.130.182,139.22.147.253,147.54.155.167,147.54.155.135,147.54.155.158","ftp-port,ftp,ftp,ftp,ftp-port,ftp-port,ftp-port,ftp,ftp,ftp,ftp,ftp,ftp,ftp,ftp,ftp,ftp,ftp,ftp,ftp","a_whitelist,a_whitelist,a_whitelist,a_6103_sitris,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_SI-Teil,a_4513_mytma,a_4513_mytma,a_whitelist,a_whitelist,a_whitelist,a_whitelist","812,818,776,563,812,812,812,776,1062,1062,1062,1062,1062,985,1062,1062,881,819,835,820","796,802,760,547,796,796,796,760,1046,1046,1046,1046,1046,969,1046,1046,865,803,819,804"
2100/tcp,139.10.89.173,tcp_2100,wuser_3510,427,412
2120/tcp,"146.254.141.145,146.254.141.143,146.254.141.146,146.254.141.142,146.254.141.140,146.254.141.141,146.254.141.145,146.254.141.143,146.254.141.140,146.254.141.141","TCP_2120,TCP_2120,TCP_2120,TCP_2120,TCP_2120,TCP_2120,TCP_2120,TCP_2120,TCP_2120,TCP_2120","a_whitelist,a_whitelist,a_whitelist,a_1645_SIPORT,a_1645_SIPORT,a_1645_SIPORT,a_1645_SIPORT,a_1645_SIPORT,a_whitelist,a_whitelist","172,173,173,977,977,977,977,977,817,817","159,160,160,961,961,961,961,961,801,801"
2127/udp,"146.254.141.140,146.254.141.141,146.254.141.145,146.254.141.142,146.254.141.140,146.254.141.141,146.254.141.143,146.254.141.145,146.254.141.143,146.254.141.146","UDP_2127,UDP_2127,UDP_2127,UDP_2127,UDP_2127,UDP_2127,UDP_2127,UDP_2127,UDP_2127,UDP_2127","a_whitelist,a_whitelist,a_1645_SIPORT,a_1645_SIPORT,a_1645_SIPORT,a_1645_SIPORT,a_1645_SIPORT,a_whitelist,a_whitelist,a_whitelist","817,817,977,977,977,977,977,172,173,173","801,801,961,961,961,961,961,159,160,160"
2128/udp,"146.254.141.143,146.254.141.146,146.254.141.145,146.254.141.145,146.254.141.142,146.254.141.140,146.254.141.143,146.254.141.141","UDP_2128,UDP_2128,UDP_2128,UDP_2128,UDP_2128,UDP_2128,UDP_2128,UDP_2128","a_whitelist,a_whitelist,a_whitelist,a_1645_SIPORT,a_1645_SIPORT,a_1645_SIPORT,a_1645_SIPORT,a_1645_SIPORT","173,173,172,977,977,977,977,977","160,160,159,961,961,961,961,961"
22/tcp,"149.246.96.10,149.246.96.11,129.73.47.22,149.246.96.12,139.22.52.184,149.246.96.6,149.246.96.13,132.186.33.173,140.231.188.246,132.186.33.173,129.73.66.117,209.243.224.135,158.92.68.149,132.186.45.170,129.73.58.114,140.231.188.242,10.136.12.0,129.73.58.114,165.218.212.10,149.246.96.12,132.186.45.174,157.163.130.181,149.246.96.8,129.73.66.119,194.138.226.158,129.73.47.22,132.186.45.170,157.163.130.180,132.186.33.172,209.243.224.135,165.218.6.17,149.246.96.11,165.218.212.10,132.186.162.55,165.218.6.17,132.186.33.165,149.246.96.9,149.246.96.7,132.186.45.174,149.246.96.13,140.231.188.242,157.163.130.176,132.186.33.172,157.163.130.182,157.163.130.177,149.246.96.6,149.246.96.10,149.246.96.9,157.163.130.178,132.186.61.241,149.246.96.8,157.163.130.179,132.186.33.164,132.186.61.241,149.246.96.7,129.73.66.116,129.73.66.119,10.136.21.96,129.73.66.117,10.136.12.64,129.73.66.116,10.130.130.155,10.130.130.146,10.130.130.154,10.130.122.0,10.130.126.251,10.130.126.133,10.130.126.154,10.220.5.86,10.142.255.68,139.23.50.214,10","ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,tcp_22,tcp_22,tcp_22,tcp_22,tcp_22,tcp_22,tcp_22,ssh,ssh_version_2,ssh,ssh,ssh,ssh_version_2,tcp_22,ssh_version_2,ssh,ssh_version_2,ssh_version_2,tcp_22,ssh_version_2,ssh_version_2,ssh_version_2,ssh_version_2,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh,ssh_version_2,ssh,ssh,ssh,ssh,ssh,ssh,ssh_version_2,ssh_version_2,ssh,ssh_version_2,ssh_version_2,ssh_version_2,ssh,ssh,ssh,ssh,ssh","a_17042_CDC,a_17042_CDC,a_17042_CDC,a_cdc,a_99995_sap,a_cdc,a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_SI-Teil,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_white_2087,a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_4513_mytma,a_17042_CDC,a_17042_CDC,a_12366_ap9,a_cdc,a_cdc,a_4513_mytma,a_17042_CDC,a_cdc,a_cdc,a_cdc,a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_4513_mytma,a_17042_CDC,a_4513_mytma,a_4513_mytma,a_17042_CDC,a_cdc,a_cdc,a_4513_mytma,a_17042_CDC,a_cdc,a_4513_mytma,a_17042_CDC,a_17042_CDC,a_cdc,a_17042_CDC,a_cdc,a_white_2087,a_cdc,a_white_2087,a_cdc,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_4378,wuser_2091,wuser_2196,a_smart_analytics,a_whitelist,a_whitelist,wuser_2196,wuser_3807;3808,a_whitelist,a_whitelist,wuser_2196,wuser_2196,wuser_3807;3808,a_whitelist,wuser_2196,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_2196,a_whitel","952,952,956,992,1091,993,992,954,952,953,952,956,985,956,952,954,883,992,956,952,952,1062,956,952,1053,993,993,1062,954,993,993,992,993,952,956,952,956,956,992,952,953,1062,953,1062,1062,956,992,993,1062,954,993,1062,952,953,993,952,992,883,992,883,992,435,433,433,430,433,433,433,320,536,574,678,813,536,486,812,672,536,536,486,812,536,812,812,674,592,673,675,671,675,801,671,536,669,673,801,676,670,682,536,536,677,536,536,536,679,680,681,678,813","936,936,940,976,1075,977,976,938,936,937,936,940,969,940,936,938,867,976,940,936,936,1046,940,936,1037,977,977,1046,938,977,977,976,977,936,940,936,940,940,976,936,937,1046,937,1046,1046,940,976,977,1046,938,977,1046,936,937,977,936,976,867,976,867,976,420,418,418,415,418,418,418,306,521,558,662,797,521,471,796,656,521,521,471,796,521,796,796,658,576,657,659,655,659,785,655,521,653,657,785,660,654,666,521,521,661,521,521,521,663,664,665,662,797"
2216/tcp,139.16.14.199,tcp_2216,wuser_2871;2944,482,467
2218/tcp,"147.54.155.213,147.54.155.212","tcp_2218,tcp_2218","a_whitelist,a_whitelist","776,776","760,760"
2219/tcp,"147.54.155.212,147.54.155.213","tcp_2219,tcp_2219","a_whitelist,a_whitelist","776,776","760,760"
2220/tcp,"147.54.155.212,147.54.155.213","tcp_2220,tcp_2220","a_whitelist,a_whitelist","776,776","760,760"
2221/tcp,"147.54.155.213,147.54.155.212","tcp_2221,tcp_2221","a_whitelist,a_whitelist","776,776","760,760"
22222/tcp,139.23.91.151,TCP_22222,a_4872-4870_MITT-ICC_a_4872_MTOTool,1041,1025
22233-22236/tcp,"161.218.188.195,161.218.81.40,161.218.81.39,161.218.188.111,161.218.81.99","tcp_22233-22236,tcp_22233-22236,tcp_22233-22236,tcp_22233-22236,tcp_22233-22236","a_whitelist,a_whitelist,wuser_1872,wuser_1872,wuser_1872","640,610,341,341,341","624,594,326,326,326"
22350/tcp,"139.21.170.154,139.25.19.54","tcp_22350,tcp_22350","a_whitelist,a_whitelist","617,793","601,777"
22350/udp,139.25.19.54,udp_22350,a_whitelist,793,777
22351/tcp,"139.25.19.54,139.21.170.154","tcp_22351,tcp_22351","a_whitelist,a_whitelist","793,617","777,601"
22352/tcp,139.21.170.154,tcp_22352,a_whitelist,617,601
2270/tcp,"147.54.155.212,147.54.155.213","tcp_2270,tcp_2270","a_whitelist,a_whitelist","776,776","760,760"
2271-2279/tcp,"147.54.155.212,147.54.155.213","tcp_2271-2279,tcp_2271-2279","a_whitelist,a_whitelist","776,776","760,760"
23/tcp,"147.54.155.212,147.54.155.213,158.92.68.149,157.163.130.177,157.163.130.178,157.163.130.179,157.163.130.176,157.163.130.180,157.163.130.182,157.163.130.181","telnet,telnet,tcp_23,tcp_23,tcp_23,tcp_23,tcp_23,tcp_23,tcp_23,tcp_23","a_whitelist,a_whitelist,a_SI-Teil,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma","776,776,985,1062,1062,1062,1062,1062,1062,1062","760,760,969,1046,1046,1046,1046,1046,1046,1046"
2300-2399/tcp,10.220.5.86,tcp_2300-2399,wuser_2091,320,306
2300/tcp,"147.54.155.212,147.54.155.213","tcp_2300,tcp_2300","a_whitelist,a_whitelist","776,776","760,760"
23000/tcp,"139.21.179.111,136.157.210.102","tcp_23000,tcp_23000","a_whitelist,a_whitelist","553,830","537,814"
23001/tcp,"157.163.152.237,157.163.152.8,139.23.156.146,157.163.152.195,139.21.170.213,157.163.120.23,139.23.156.144,157.163.141.170,157.163.152.226,157.163.141.168,129.73.188.97,139.23.156.143,157.163.141.169,157.163.152.139,157.163.152.70,139.22.147.234,157.163.152.134,157.163.152.118,136.157.210.102,136.157.210.21,136.157.210.102,157.163.120.23","tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001,tcp_23001","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_17523_concierge,a_17523_concierge,a_whitelist","840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,830,1088,1088,775","824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,814,1072,1072,759"
2316/tcp,139.16.14.199,tcp_2316,wuser_2871;2944,482,467
23232/tcp,136.157.210.102,tcp_23232,a_whitelist,830,814
2325/tcp,129.73.171.37,tcp_2325,a_whitelist,804,788
23560/tcp,"146.254.254.35,129.73.168.93","tcp_23560,tcp_23560","a_whitelist,a_whitelist","801,801","785,785"
2382/tcp,"147.54.155.166,147.54.155.135,147.54.155.158,147.54.155.167,139.22.147.253","tcp_2382,tcp_2382,tcp_2382,tcp_2382,tcp_2382_2383","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","818,835,820,819,881","802,819,804,803,865"
2383/tcp,"147.54.155.166,147.54.155.158,147.54.155.135,147.54.155.167","tcp_2383,tcp_2383,tcp_2383,tcp_2383","a_whitelist,a_whitelist,a_whitelist,a_whitelist","818,820,835,819","802,804,819,803"
2400-2499/tcp,"139.22.180.175,157.163.142.80,139.22.180.153,139.22.180.71","tcp_2400-2499,tcp_2400-2499,tcp_2400-2499,tcp_2400-2499","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
24000-24099/udp,"136.157.210.11,136.157.210.126,136.157.210.125,136.157.210.124,136.157.210.10,136.157.210.72,136.157.210.73,136.157.210.12,136.157.210.9","udp_24000-24099,udp_24000-24099,udp_24000-24099,udp_24000-24099,udp_24000-24099,udp_24000-24099,udp_24000-24099,udp_24000-24099,udp_24000-24099","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
2424/tcp,163.242.205.140,tcp_2424,"a_4853_10777_Kofax [RC-RU]",650,634
24880/tcp,"136.157.216.220,146.254.77.139,139.22.145.213,157.163.86.188,157.163.152.225,139.22.145.44,139.22.145.45,139.25.164.116,139.25.165.144,157.163.148.193,136.157.216.176,132.186.214.222,136.157.7.9,157.163.138.43,157.163.148.182,157.163.138.183,139.23.156.201,136.157.7.50,136.157.216.141,140.231.111.125,140.231.111.126,157.163.138.43","tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880,tcp_24880","a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_white-5012,a_whitelist","1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,842","1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,826"
25/tcp,"161.218.81.40,129.73.168.93,139.23.98.168,139.23.98.103,139.23.98.173,161.218.188.195,146.254.254.35,161.218.81.39,161.218.81.99,161.218.188.111,194.138.14.56,139.23.98.168,194.138.14.57,139.23.98.140,139.23.98.173,139.21.205.55,139.23.98.137,194.138.14.54,194.138.14.55","smtp,smtp,smtp,smtp,smtp,smtp,smtp,tcp_25,tcp_25,tcp_25,smtp,smtp,smtp,smtp,smtp,smtp,smtp,smtp,smtp","a_whitelist,a_whitelist,a_2186_orgdb,a_smart_analytics,a_2186_orgdb,a_whitelist,a_whitelist,wuser_1872,wuser_1872,wuser_1872,a_566_globaltrade,a_2186_orgdb,a_566_globaltrade,a_energyTM,a_2186_orgdb,a_smart_analytics,a_energyTM,a_566_globaltrade,a_566_globaltrade","610,801,559,572,559,640,801,341,341,341,1040,1022,1040,1015,1022,1017,1016,1040,1040","594,785,543,556,543,624,785,326,326,326,1024,1006,1024,999,1006,1001,1000,1024,1024"
25000-25999/tcp,"157.163.142.80,139.22.180.153,139.22.180.71,139.22.180.175","tcp_25000-25999,tcp_25000-25999,tcp_25000-25999,tcp_25000-25999","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
2525/tcp,"136.157.210.73,136.157.210.12,136.157.210.9,136.157.210.10,136.157.210.72,136.157.210.126,136.157.210.125,136.157.210.124,136.157.210.11","tcp_2525,tcp_2525,tcp_2525,tcp_2525,tcp_2525,tcp_2525,tcp_2525,tcp_2525,tcp_2525","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
25672/tcp,"129.214.226.163,129.214.226.217","tcp_25672,tcp_25672","a_whitelisting,a_whitelisting","805,805","789,789"
2598/tcp,"139.23.197.247,139.23.197.240,157.163.152.9,139.21.152.111,139.22.152.84,139.23.197.104,157.163.120.176,139.21.170.35","tcp_2598,tcp_2598,tcp_2598,tcp_2598,tcp_2598,tcp_2598,tcp_2598,tcp_2598","a_whitelist,a_whitelist,wuser_5831,wuser_5831,wuser_5831,a_whitelist,wuser_0678,wuser_0678","611,612,466,464,464,611,326,323","595,596,451,449,449,595,311,308"
27000/tcp,"139.21.170.151,132.186.61.208,147.54.155.181","tcp_27000,tcp_27000,tcp_27000","a_whitelist,a_whitelist,a_whitelist","643,781,643","627,765,627"
27005/tcp,139.10.144.55,tcp_27005,a_whitelist,786,770
27006/tcp,"139.23.15.7,139.21.170.113,139.23.15.10","tcp_27006,tcp_27006,tcp_27006","App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123","312,312,312","298,298,298"
27015/tcp,136.157.212.208,tcp_27015,a_whitelist,690,674
27016/tcp,"139.21.170.113,139.23.15.7,139.23.15.10","tcp_27016,tcp_27016,tcp_27016","App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123","312,312,312","298,298,298"
28000/tcp,"139.21.170.113,139.23.15.10,139.23.15.7,139.21.179.111,129.214.226.217,129.214.226.163,158.92.12.27","tcp_28000,tcp_28000,tcp_28000,tcp_28000,tcp_28000,tcp_28000,tcp_28000","App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123,a_whitelist,a_whitelisting,a_whitelisting,a_whitelist","312,312,312,553,805,805,836","298,298,298,537,789,789,820"
28001/tcp,137.223.43.200,tcp_28001,a_99994_ATOSIRVLV,1065,1049
28010/tcp,"139.21.179.111,139.23.15.10,139.21.170.113,139.23.15.7,158.92.12.27","tcp_28010,tcp_28010,tcp_28010,tcp_28010,tcp_28010","a_whitelist,App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123,a_whitelist","553,312,312,312,836","537,298,298,298,820"
