st_port,GROUP_CONCAT(st_dest_ip),GROUP_CONCAT(st_serv_name),GROUP_CONCAT(rule_name),GROUP_CONCAT(rule_order),GROUP_CONCAT(rule_number)
445/udp,"139.25.232.248,10.81.250.110,139.23.197.207,139.10.144.55,129.103.99.137,139.25.229.27","microsoft-ds-udp,microsoft-ds-udp,microsoft-ds-udp,microsoft-ds-udp,microsoft-ds-udp,microsoft-ds-udp","a_esprit_interface,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_2212_ESPRIT","1023,745,745,786,782,557","1007,729,729,770,766,541"
4457/tcp,"139.22.61.58,149.246.39.148,158.226.134.18,139.22.61.240,157.163.152.59,147.54.12.210,141.73.98.155,141.73.164.98,139.23.116.149","tcp_4457,tcp_4457,tcp_4457,tcp_4457,tcp_4457,tcp_4457,tcp_4457,tcp_4457,tcp_4457","App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123,App_ACP_2_3__2123","313,313,313,313,313,313,313,313,313","299,299,299,299,299,299,299,299,299"
446/tcp,"157.163.186.151,10.130.158.137,139.23.19.170","tcp_446,tcp_446,tcp_446","a_whitelist,a_whitelist,a_whitelist","648,648,697","632,632,681"
447/tcp,"139.23.19.171,139.25.228.178,139.25.228.177,139.25.228.171,139.25.228.187,139.25.228.183,139.25.228.188,132.186.217.39","tcp_447,tcp_447,tcp_447,tcp_447,tcp_447,tcp_447,tcp_447,tcp_447","a_whitelist,wuser_2277,wuser_2277,wuser_2277,App_ACP_2_3__2277,wuser_2277,wuser_2277,a_17224","698,402,402,400,317,400,402,1004","682,387,387,385,303,385,387,988"
448/tcp,"132.186.217.39,139.23.19.177,139.24.237.95,157.163.138.103,157.163.138.41","tcp_448,tcp_448,tcp_448,tcp_448,tcp_448","a_17224,a_whitelist,a_whitelist,a_whitelist,a_whitelist","1004,699,656,655,658","988,683,640,639,642"
449/tcp,"139.23.19.178,132.186.217.39","tcp_449,tcp_449","a_whitelist,a_17224","700,1004","684,988"
4498-4499/tcp,"136.157.210.126,136.157.210.72,136.157.210.10,136.157.210.124,136.157.210.9,136.157.210.11,136.157.210.125,136.157.210.12,136.157.210.73","tcp_4498-4499,tcp_4498-4499,tcp_4498-4499,tcp_4498-4499,tcp_4498-4499,tcp_4498-4499,tcp_4498-4499,tcp_4498-4499,tcp_4498-4499","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
450/tcp,"157.163.130.177,157.163.130.179,158.92.68.149,157.163.130.180,157.163.130.178,157.163.130.182,157.163.130.176,132.186.217.39,157.163.130.181,139.23.19.180","tcp_450,tcp_450,tcp_450,tcp_450,tcp_450,tcp_450,tcp_450,tcp_450,tcp_450,tcp_450","a_4513_mytma,a_4513_mytma,a_SI-Teil,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_17224,a_4513_mytma,a_whitelist","1062,1062,985,1062,1062,1062,1062,1004,1062,701","1046,1046,969,1046,1046,1046,1046,988,1046,685"
4500/tcp,"194.138.20.192,147.54.155.212,147.54.155.213,157.163.130.176,157.163.130.179,157.163.130.180,157.163.130.182,157.163.130.178,157.163.130.181,157.163.130.177,158.92.68.149","tcp_4500,IKE_NAT_TRAVERSAL_TCP,IKE_NAT_TRAVERSAL_TCP,IKE_NAT_TRAVERSAL_TCP,IKE_NAT_TRAVERSAL_TCP,IKE_NAT_TRAVERSAL_TCP,IKE_NAT_TRAVERSAL_TCP,IKE_NAT_TRAVERSAL_TCP,IKE_NAT_TRAVERSAL_TCP,IKE_NAT_TRAVERSAL_TCP,IKE_NAT_TRAVERSAL_TCP","wuser_5198,a_whitelist,a_whitelist,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_SI-Teil","525,776,776,1062,1062,1062,1062,1062,1062,1062,985","510,760,760,1046,1046,1046,1046,1046,1046,1046,969"
4500/udp,"157.163.134.14,139.22.147.253,194.138.20.192,147.54.155.166,147.54.155.158,147.54.155.167,147.54.155.135,10.144.150.0,10.142.200.0","IKE_NAT_TRAVERSAL,IKE_NAT_TRAVERSAL,udp_4500,IKE_NAT_TRAVERSAL,IKE_NAT_TRAVERSAL,IKE_NAT_TRAVERSAL,IKE_NAT_TRAVERSAL,udp_4500,udp_4500","a_cRSP,a_whitelist,wuser_5198,a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_4378,wuser_4378","966,881,525,818,820,819,835,436,436","950,865,510,802,804,803,819,421,421"
451/tcp,"139.25.234.70,157.163.130.177,157.163.130.182,157.163.130.178,157.163.130.180,158.92.68.149,157.163.130.181,157.163.130.176,157.163.130.179","tcp_451,tcp_451,tcp_451,tcp_451,tcp_451,tcp_451,tcp_451,tcp_451,tcp_451","a_whitelist,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_SI-Teil,a_4513_mytma,a_4513_mytma,a_4513_mytma","702,1062,1062,1062,1062,985,1062,1062,1062","686,1046,1046,1046,1046,969,1046,1046,1046"
4510/tcp,"147.54.155.212,147.54.155.213","tcp_4510,tcp_4510","a_whitelist,a_whitelist","776,776","760,760"
452/tcp,"157.163.130.180,157.163.130.176,157.163.130.177,158.92.68.149,157.163.130.181,157.163.130.178,157.163.130.182,157.163.130.179","tcp_452,tcp_452,tcp_452,tcp_452,tcp_452,tcp_452,tcp_452,tcp_452","a_4513_mytma,a_4513_mytma,a_4513_mytma,a_SI-Teil,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_4513_mytma","1062,1062,1062,985,1062,1062,1062,1062","1046,1046,1046,969,1046,1046,1046,1046"
453/tcp,"139.23.19.37,139.23.19.38","CreativePartnerSrvr,CreativePartnerSrvr","a_whitelist,a_whitelist","705,703","689,687"
454/tcp,139.23.19.35,tcp_454,a_whitelist,704,688
4544/tcp,"139.23.15.139,139.23.15.140","tcp_4544,tcp_4544","a_whitelist,a_whitelist","872,874","856,858"
4545/tcp,"139.23.15.139,139.23.15.140,139.23.156.172,146.253.34.34,132.186.119.65,139.23.157.79,139.23.197.191","tcp_4545,tcp_4545,tcp_4545,tcp_4545,tcp_4545,tcp_4545,tcp_4545","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","872,874,603,594,603,744,744","856,858,587,578,587,728,728"
4545/udp,"132.186.119.65,139.23.156.172","udp_4545,udp_4545","a_whitelist,a_whitelist","603,603","587,587"
4546/tcp,"132.186.119.65,139.23.156.172,146.253.34.34,139.23.157.79,139.23.197.191","tcp_4546,tcp_4546,tcp_4546,tcp_4546,tcp_4546","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","603,603,594,744,744","587,587,578,728,728"
4554/tcp,"139.23.15.139,139.23.15.140","tcp_4554,tcp_4554","a_whitelist,a_whitelist","872,874","856,858"
4555/tcp,"139.23.15.139,139.23.15.140","tcp_4555,tcp_4555","a_whitelist,a_whitelist","872,874","856,858"
4564/tcp,139.23.15.140,tcp_4564,a_whitelist,874,858
4565/tcp,"139.23.15.139,139.23.15.140","tcp_4565,tcp_4565","a_whitelist,a_whitelist","872,874","856,858"
464/tcp,"132.186.45.170,132.186.33.172,129.73.47.22,140.231.188.242,132.186.33.173,132.186.61.241,209.243.224.135,165.218.6.17,149.246.96.9,139.25.205.212,161.134.134.147,149.246.96.8,132.186.33.173,132.186.61.241,149.246.96.7,140.231.188.242,132.186.33.172,149.246.96.6,165.218.212.10,10.142.200.137","tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464,tcp_464","a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_cdc,a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,wuser_4378","956,953,956,954,954,954,956,956,956,995,995,956,953,953,956,953,954,956,956,437","940,937,940,938,938,938,940,940,940,979,979,940,937,937,940,937,938,940,940,422"
464/udp,"165.218.6.17,149.246.96.9,139.25.205.212,132.186.61.241,132.186.45.170,140.231.188.242,149.246.96.7,132.186.33.173,132.186.61.241,149.246.96.8,209.243.224.135,165.218.212.10,132.186.33.173,149.246.96.6,161.134.134.147,140.231.188.242,132.186.33.172,129.73.47.22,132.186.33.172","udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464,udp_464","a_17042_CDC,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC","956,956,995,953,956,954,956,953,954,956,956,956,954,956,995,953,953,956,954","940,940,979,937,940,938,940,937,938,940,940,940,938,940,979,937,937,940,938"
465/tcp,"146.254.254.35,129.73.168.93","SMTPS,SMTPS","a_whitelist,a_whitelist","801,801","785,785"
46796/tcp,139.21.152.75,tcp_46796,a_whitelist,694,678
4700-4899/tcp,10.220.5.86,tcp_4700-4899,wuser_2091,320,306
4700/tcp,"139.22.14.196,139.22.14.197,139.22.14.198","TCP_4700,TCP_4700,TCP_4700","a_2048,a_2048,a_2048","920,920,920","904,904,904"
47000-47199/udp,"136.157.210.12,136.157.210.126,136.157.210.11,136.157.210.125,136.157.210.124,136.157.210.73,136.157.210.9,136.157.210.10,136.157.210.72","udp_47000-47199,udp_47000-47199,udp_47000-47199,udp_47000-47199,udp_47000-47199,udp_47000-47199,udp_47000-47199,udp_47000-47199,udp_47000-47199","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
4701/tcp,"139.22.14.197,139.22.14.196,139.22.14.198","TCP_4701,TCP_4701,TCP_4701","a_2048,a_2048,a_2048","920,920,920","904,904,904"
4711/tcp,"136.157.210.11,136.157.210.125,136.157.210.72,136.157.210.12,136.157.210.9,136.157.210.10,136.157.210.124,136.157.210.73,136.157.210.126","tcp_4711,tcp_4711,tcp_4711,tcp_4711,tcp_4711,tcp_4711,tcp_4711,tcp_4711,tcp_4711","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
475/tcp,129.73.168.92,tcp_475,a_whitelist,809,793
4777/tcp,"129.214.226.163,129.214.226.217","tcp_4777,tcp_4777","a_whitelisting,a_whitelisting","805,805","789,789"
47808/udp,147.54.101.190,UDP_47808,a_desigo_insight,1024,1008
47809/udp,147.54.101.190,UDP_47809,a_desigo_insight,1024,1008
4800-4802/tcp,"139.21.236.165,139.21.236.133","TCP_4800_4802,TCP_4800_4802","a_Colorado_Rembreak,a_Colorado_Rembreak","1133,1131","1117,1115"
4800-4899/tcp,"139.21.213.59,139.21.223.168,139.21.169.228,139.21.162.75,139.21.162.70,139.23.86.135,139.22.192.229,139.23.231.229,139.23.240.53,139.23.155.6,139.22.180.153,157.163.142.80,139.22.180.71,139.22.180.175,139.23.156.216,139.23.156.219,139.23.155.247,157.163.181.228,139.23.155.246,157.163.86.170,139.23.155.245,139.23.156.215,139.23.156.214","tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899,tcp_4800-4899","a_SecurePro-Prod,a_SecurePro-Prod,a_SecurePro-Prod,a_SecurePro-Prod,a_SecurePro-Prod,a_SecurePro-Prod,a_SecurePro-Prod,a_SecurePro-Prod,a_SecurePro-Prod,a_SecurePro-Prod,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_5365,a_whitelist,wuser_5365,a_whitelist,wuser_5365,a_whitelist,a_whitelist","978,978,978,978,978,978,978,978,978,978,80,80,80,80,743,743,459,743,458,743,458,743,743","962,962,962,962,962,962,962,962,962,962,71,71,71,71,727,727,444,727,443,727,443,727,727"
4800/tcp,"139.23.197.66,139.25.122.137,139.22.180.142,158.226.17.90,139.22.14.196,139.22.14.197,10.99.168.248,139.22.14.198,140.231.80.81,10.99.168.251","tcp_4800,tcp_4800,tcp_4800,tcp_4800,tcp_4800,tcp_4800,tcp_4800,tcp_4800,tcp_4800,tcp_4800","a_whitelist,a_whitelist,a_whitelist,a_5142,a_2048,a_2048,a_5163,a_2048,a_1977_SEeasy,a_5163","748,787,768,899,920,920,896,920,1075,895","732,771,752,883,904,904,880,904,1059,879"
4801/tcp,"139.22.14.198,140.231.14.102,140.231.80.80,139.22.14.196,140.231.76.26,139.22.14.197,140.231.14.104,139.25.129.119,139.25.129.118","tcp_4801,tcp_4801,tcp_4801,tcp_4801,tcp_4801,tcp_4801,tcp_4801,tcp_4801,tcp_4801","a_2048,a_12366_sapap9,a_6077_Wstime,a_2048,a_6077_Wstime,a_2048,a_12366_sapap9,wuser_5233,wuser_2237","920,950,1121,920,1122,920,949,451,388","904,934,1105,904,1106,904,933,436,373"
48010/tcp,"129.214.226.163,129.214.226.217","tcp_48010,tcp_48010","a_whitelisting,a_whitelisting","805,805","789,789"
4802/tcp,"139.23.85.198,139.25.201.213,139.25.201.175,139.25.201.174,139.23.138.7,139.23.98.173,139.25.201.202,139.25.126.171,139.25.201.175,139.23.94.136,139.23.98.103,139.23.85.168,139.23.138.8,139.23.138.6,139.25.201.174,139.23.94.166,139.25.201.213,139.23.98.168,139.23.138.55,139.23.94.198,139.25.201.202,139.23.50.142,139.25.201.38,139.23.98.173,139.23.98.140,139.23.95.134,139.23.84.89,139.23.84.104,140.231.137.136,139.23.98.168,139.21.205.55,139.23.98.137,139.23.82.6,139.23.50.70,139.25.201.40,139.23.95.198,139.23.95.183,139.23.95.167,139.23.50.88,139.23.84.105,139.23.84.88,139.23.50.102,140.231.137.134,140.231.80.81,139.23.95.150,139.23.87.39,139.23.94.6,139.23.85.88,139.23.85.74,139.25.135.167,139.23.85.108,139.23.85.78,139.23.85.76,139.23.101.75,139.23.85.199,139.23.101.74,139.23.85.84,139.23.85.112,139.23.85.80,139.23.85.86,139.23.85.82,139.23.94.11,139.23.85.169,139.23.85.90","tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802,tcp_4802","wuser_2233,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_2186_orgdb,a_whitelist,wuser_5233,a_whitelist,a_whitelist,a_smart_analytics,wuser_2233,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_2186_orgdb,a_whitelist,a_whitelist,a_whitelist,a_2212_ESPRITSAP,a_5333_SAPFiori,a_2186_orgdb,a_energyTM,a_5164,a_5333_SAPFiori,a_5333_SAPFiori,a_5333_SAPFiori,a_2186_orgdb,a_smart_analytics,a_energyTM,a_2212_ESPRITSAP,a_5143,a_5333_SAPFiori,a_5164,a_5164,a_5164,a_5143,a_5333_SAPFiori,a_5333_SAPFiori,a_5143,a_5333_SAPFiori,a_16661_AP8,a_5164,App_ACP_2_3__2080,wuser_0075,wuser_2159,wuser_2159,a_whitelist,wuser_2159,wuser_2159,wuser_2159,wuser_2211,wuser_2233,wuser_2211,wuser_2159,wuser_2159,wuser_2159,wuser_2159,wuser_2159,wuser_0075,wuser_2233,wuser_2159","528,684,685,686,751,559,695,452,686,511,572,527,751,751,685,514,695,559,751,512,684,1104,1014,1022,1015,960,1014,1014,1014,1022,1017,1016,1103,891,1014,960,960,960,891,1014,1014,891,1014,889,960,310,322,358,356,165,356,358,358,377,386,377,358,356,358,358,358,322,385,358","513,668,669,670,735,543,679,437,670,496,556,512,735,735,669,499,679,543,735,497,668,1088,998,1006,999,944,998,998,998,1006,1001,1000,1087,875,998,944,944,944,875,998,998,875,998,873,944,296,307,343,341,152,341,343,343,362,371,362,343,341,343,343,343,307,370,343"
4803/tcp,"139.25.98.25,139.25.98.24,139.25.201.202,139.25.201.202,139.25.201.213,139.25.201.213","tcp_4803,tcp_4803,tcp_4803,tcp_4803,tcp_4803,tcp_4803","wuser_2166,wuser_2166,a_whitelist,a_whitelist,a_whitelist,a_whitelist","365,365,695,684,684,695","350,350,679,668,668,679"
4804/tcp,"139.25.201.202,139.25.201.202,139.25.201.213,139.25.201.213,139.25.98.26","tcp_4804,tcp_4804,tcp_4804,tcp_4804,tcp_4804","a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_2166","684,695,684,695,367","668,679,668,679,352"
4805/tcp,"139.25.98.27,139.25.201.202,139.21.161.204,139.25.201.213,139.25.201.213,139.25.201.202,139.21.161.199,139.21.161.200","tcp_4805,tcp_4805,tcp_4805,tcp_4805,tcp_4805,tcp_4805,tcp_4805,tcp_4805","wuser_2166,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_SAP_VP1,a_SAP_VP1","368,695,765,684,695,684,939,938","353,679,749,668,679,668,923,922"
48080/tcp,139.23.15.139,tcp_48080,a_whitelist,872,856
48081/tcp,139.23.15.139,tcp_48081,a_whitelist,872,856
48082/tcp,139.23.15.139,tcp_48082,a_whitelist,872,856
48083/tcp,139.23.15.139,tcp_48083,a_whitelist,872,856
48085/tcp,139.23.15.139,tcp_48085,a_whitelist,872,856
48091/tcp,139.23.15.139,tcp_48091,a_whitelist,872,856
48092/tcp,139.23.15.139,tcp_48092,a_whitelist,872,856
4810/tcp,"139.23.82.13,139.21.213.16,139.23.82.15,10.99.168.251,139.23.82.24,139.23.82.17,157.163.138.76,139.25.201.175,139.23.50.152,139.23.50.150,157.163.134.237,139.25.201.175,139.25.201.174,139.25.201.174","tcp_4810,tcp_4810,tcp_4810,tcp_4810,tcp_4810,tcp_4810,tcp_4810,tcp_4810,tcp_4810,tcp_4810,tcp_4810,tcp_4810,tcp_4810,tcp_4810","a_2212_ESPRITSAP,a_whitelist,a_2212_ESPRITSAP,a_5163,a_2212_ESPRITSAP,a_2212_ESPRITSAP,a_whitelist,a_whitelist,a_2214_ESPRIT,a_2214_ESPRIT,a_whitelist,a_whitelist,a_whitelist,a_whitelist","1099,923,1100,895,1102,1101,659,685,556,556,667,686,685,686","1083,907,1084,879,1086,1085,643,669,540,540,651,670,669,670"
4812/tcp,158.226.21.61,tcp_4812,wuser_1829,335,320
4813/tcp,"158.226.21.57,158.226.21.60,158.226.21.58","tcp_4813,tcp_4813,tcp_4813","wuser_1829,wuser_1829,wuser_1829;6508","334,334,475","319,319,460"
4816/tcp,"158.226.21.52,158.226.21.44,158.226.21.56,158.226.21.42,158.226.21.38,158.226.21.55,158.226.21.49,158.226.21.48,158.226.21.54,158.226.21.51,158.226.21.47,158.226.21.50,158.226.21.46,158.226.21.45","tcp_4816,tcp_4816,tcp_4816,tcp_4816,tcp_4816,tcp_4816,tcp_4816,tcp_4816,tcp_4816,tcp_4816,tcp_4816,tcp_4816,tcp_4816,tcp_4816","wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829,wuser_1829","336,336,336,336,336,336,336,336,336,336,336,336,336,336","321,321,321,321,321,321,321,321,321,321,321,321,321,321"
4820/tcp,"139.21.161.197,157.163.138.76,139.23.82.13,139.23.82.15,157.163.138.7,158.226.17.92,140.231.80.81,10.143.151.13,140.231.80.81","tcp_4820,tcp_4820,tcp_4820,tcp_4820,tcp_4820,tcp_4820,tcp_4820,tcp_4820,tcp_4820","a_SAP_VP1,a_whitelist,a_smart_analytics,a_smart_analytics,a_whitelist,a_5142,a_1977_sap_ap0,a_whitelist,a_16661_AP8","764,659,573,573,777,897,888,944,889","748,643,557,557,761,881,872,928,873"
4825/tcp,139.21.161.196,TCP_4825,a_SAP_VP1,940,924
4830/tcp,"139.23.82.24,139.23.82.17,158.226.17.91,157.163.138.76,157.163.138.100","tcp_4830,tcp_4830,tcp_4830,tcp_4830,tcp_4830","a_2212_ESPRITSAP,a_2212_ESPRITSAP,a_5142,a_whitelist,a_whitelist","1106,1105,898,659,664","1090,1089,882,643,648"
4831/tcp,157.163.138.70,tcp_4831,a_whitelist,660,644
4845/tcp,"157.163.120.23,157.163.152.118,157.163.141.169,157.163.141.168,139.23.156.143,157.163.152.226,139.22.147.234,157.163.152.8,157.163.141.170,139.21.170.213,129.73.188.97,157.163.120.23,157.163.152.70,139.23.156.146,157.163.152.134,157.163.152.139,139.23.156.144,157.163.152.237,157.163.152.195,10.136.12.64,10.136.21.96,10.136.12.0","tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845,tcp_4845","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_white_2087,a_white_2087,a_white_2087","775,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,883,883,883","759,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,867,867,867"
4848/tcp,"136.157.210.72,136.157.210.124,136.157.210.12,136.157.210.9,136.157.210.73,136.157.210.11,136.157.210.125,136.157.210.126,136.157.210.10","tcp_4848,tcp_4848,tcp_4848,tcp_4848,tcp_4848,tcp_4848,tcp_4848,tcp_4848,tcp_4848","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
4850/tcp,"157.163.138.100,10.225.128.68,10.225.128.71","TCP_4850,TCP_4850,TCP_4850","a_OneSRM,a_SAP_Ap8,a_SAP_Ap8","1026,1308,1311","1010,1289,1292"
4854/tcp,"139.23.231.228,139.23.231.229","TCP_4854,TCP_4854","a_SAP_BWP,a_SAP_BWP","981,983","965,967"
4858/tcp,"157.163.134.237,157.163.152.237,157.163.120.23,157.163.152.139,157.163.152.118,129.73.188.97,139.23.156.144,139.23.156.143,157.163.141.169,157.163.152.226,157.163.141.168,157.163.152.70,157.163.152.195,157.163.152.8,157.163.152.134,157.163.152.237,139.23.156.146,139.22.147.234,139.21.170.213,157.163.141.170,157.163.120.23","tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858,tcp_4858","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","667,778,775,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840","651,762,759,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824"
4860/tcp,"157.163.152.139,157.163.152.70,157.163.152.8,139.23.156.144,157.163.120.23,157.163.152.134,139.21.170.213,157.163.152.118,157.163.152.226,129.73.188.97,139.23.156.146,157.163.152.195,157.163.141.169,157.163.141.170,139.22.147.234,157.163.141.168,157.163.152.237,139.23.156.143,157.163.120.23","tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860,tcp_4860","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,775","824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,759"
4862/tcp,158.226.14.101,tcp_4862,wuser_2270,394,379
4863/tcp,"158.226.14.111,158.226.14.117","tcp_4863,tcp_4863","wuser_2270,wuser_2270","392,393","377,378"
4866/tcp,"158.226.14.107,158.226.14.103,158.226.14.106,158.226.14.105,158.226.14.113,139.25.98.15,158.226.14.102,158.226.14.112,158.226.14.108,158.226.14.104","tcp_4866,tcp_4866,tcp_4866,tcp_4866,tcp_4866,tcp_4866,tcp_4866,tcp_4866,tcp_4866,tcp_4866","wuser_2270,wuser_2270,wuser_2270,wuser_2270,wuser_2270,wuser_2166,wuser_2270,wuser_2270,wuser_2270,wuser_2270","396,395,396,396,396,366,396,396,396,396","381,380,381,381,381,351,381,381,381,381"
4875/tcp,"139.21.161.231,139.21.161.230,139.21.161.236","tcp_4875,tcp_4875,tcp_4875","a_whitelist,a_whitelist,a_whitelist","936,936,936","920,920,920"
4876/tcp,139.21.161.229,TCP_4876,a_whitelist,937,921
4879/tcp,139.23.95.102,tcp_4879,a_whitelist,837,821
4880/tcp,139.25.98.9,tcp_4880,wuser_2166,361,346
4881/tcp,139.25.98.11,tcp_4881,wuser_2166,362,347
4882/tcp,139.25.98.13,tcp_4882,wuser_2166,363,348
4894/tcp,"139.23.212.198,139.23.212.200","TCP_4894,TCP_4894","a_6077_Wstime,a_6077_Wstime","1119,1120","1103,1104"
49000-49999/tcp,"136.157.210.33,136.157.210.32,136.157.210.34","tcp_49000-49999,tcp_49000-49999,tcp_49000-49999","a_whitelist,a_whitelist,a_whitelist","832,832,832","816,816,816"
49000-65000/tcp,158.226.134.214,tcp_49000-65000,a_whitelist,790,774
49152-49202/tcp,"146.254.6.55,132.186.199.166","TCP_49152_49202,TCP_49152_49202","a_12685_clearcase,a_12685_clearcase","1092,1092","1076,1076"
