src_ip,dst_ip
163.242.200.17,139.25.228.165
163.242.200.17,139.25.228.171
163.242.200.17,161.134.130.216
163.242.200.17,163.242.203.29
163.242.200.17,163.242.203.42
163.242.200.22,139.25.75.129
163.242.200.22,139.25.228.165
163.242.200.22,139.25.228.167
163.242.200.22,139.25.228.172
163.242.200.22,158.226.14.104
163.242.200.22,158.226.14.112
163.242.200.45,139.25.228.165
163.242.200.45,139.25.228.167
163.242.200.45,139.25.228.172
163.242.200.46,139.23.197.207
163.242.200.46,139.25.228.165
163.242.200.46,158.226.14.106
163.242.200.46,158.226.14.112
163.242.200.4,163.242.193.203
163.242.200.4,158.226.14.105
163.242.200.4,158.226.14.106
163.242.200.4,158.226.14.108
163.242.200.4,158.226.14.112
163.242.200.4,158.226.14.113
163.242.200.4,161.134.130.216
163.242.200.45,139.23.230.84
163.242.200.45,158.226.14.112
163.242.200.45,158.226.14.113
137.223.158.243,157.163.133.8
137.223.158.243,157.163.133.9
163.242.200.5,139.25.236.160
141.29.232.154,194.138.14.55
141.29.232.154,194.138.14.56
163.242.200.5,158.226.14.106
163.242.200.5,163.242.203.29
163.242.200.21,158.226.14.106
163.242.200.20,163.242.203.29
163.242.200.20,163.242.203.42
163.242.219.92,158.226.14.108
163.242.200.7,163.242.203.29
163.242.200.22,158.226.14.108
163.242.200.22,139.23.197.207
163.242.200.15,158.226.14.105
163.242.200.7,139.25.228.131
163.242.200.7,163.242.193.203
163.242.200.7,163.242.203.42
163.242.200.4,139.23.197.207
163.242.200.21,139.25.75.129
163.242.200.21,163.242.203.29
163.242.200.21,163.242.203.42
163.242.200.45,139.23.197.207
163.242.200.45,163.242.203.29
163.242.200.45,163.242.203.42
163.242.200.5,163.242.203.42
141.29.232.155,10.142.254.220
141.29.232.155,10.142.254.232
163.242.200.21,139.25.228.131
163.242.200.22,163.242.203.29
163.242.200.22,163.242.203.42
163.242.200.28,139.23.14.101
163.242.200.28,139.23.15.105
163.242.200.28,139.23.116.149
163.242.219.92,139.23.197.207
163.242.219.92,139.25.228.131
163.242.219.92,163.242.203.42
163.242.200.5,139.23.197.207
163.242.200.15,158.226.14.108
163.242.200.15,158.226.14.112
163.242.200.28,141.73.164.98
163.242.200.41,139.23.197.207
137.223.49.165,157.163.133.8
137.223.49.165,157.163.133.9
137.223.49.167,157.163.133.8
137.223.49.167,157.163.133.9
137.223.49.168,157.163.133.8
137.223.49.168,157.163.133.9
137.223.49.169,157.163.133.8
137.223.49.169,157.163.133.9
149.212.118.138,146.253.62.190
149.212.118.138,146.253.62.191
149.212.118.139,146.253.62.190
149.212.118.139,146.253.62.191
163.242.200.15,139.23.197.207
163.242.200.15,163.242.203.29
163.242.200.15,163.242.203.42
163.242.200.27,141.73.164.98
163.242.200.32,163.242.193.134
163.242.200.32,163.242.203.29
163.242.200.32,163.242.203.42
163.242.200.4,10.142.254.220
139.10.129.228,194.138.14.54
10.222.49.45,140.231.111.124
163.242.200.20,139.23.197.207
149.212.118.146,139.22.144.55
10.222.49.45,139.22.145.45
10.222.49.46,139.22.145.45
139.10.129.228,194.138.14.55
139.10.129.228,194.138.14.56
139.10.129.228,194.138.14.57
139.10.130.68,157.163.133.8
139.10.130.68,157.163.133.9
139.10.130.70,157.163.133.8
139.10.130.70,157.163.133.9
139.10.130.71,157.163.133.8
139.10.130.71,157.163.133.9
139.10.130.72,157.163.133.8
139.10.130.72,157.163.133.9
139.10.130.73,157.163.133.8
139.10.130.73,157.163.133.9
139.10.130.74,157.163.133.8
139.10.130.74,157.163.133.9
139.10.130.75,157.163.133.8
139.10.130.75,157.163.133.9
139.10.130.76,157.163.133.8
139.10.130.76,157.163.133.9
139.10.130.77,157.163.133.8
139.10.130.77,157.163.133.9
139.10.130.78,157.163.133.8
139.10.130.78,157.163.133.9
139.10.130.79,157.163.133.8
139.10.130.79,157.163.133.9
139.10.130.80,157.163.133.8
139.10.130.80,157.163.133.9
139.10.130.81,157.163.133.8
139.10.130.81,157.163.133.9
139.10.208.2,157.163.133.8
139.10.208.2,157.163.133.9
141.29.191.20,139.22.145.45
141.29.232.201,139.23.197.207
141.29.232.205,139.23.197.207
141.29.232.212,139.23.197.207
141.29.232.238,139.23.197.207
149.212.118.178,146.253.62.190
149.212.118.178,146.253.62.191
149.212.118.179,146.253.62.190
149.212.118.179,146.253.62.191
149.212.118.180,146.253.62.190
149.212.118.180,146.253.62.191
163.242.200.4,10.142.254.232
163.242.200.4,157.163.138.41
163.242.200.4,163.242.203.29
163.242.200.4,163.242.203.42
163.242.200.4,163.242.203.60
163.242.200.5,141.73.47.9
163.242.200.7,139.23.197.207
163.242.200.21,139.23.197.207
163.242.200.21,141.73.47.9
163.242.200.26,163.242.193.203
163.242.200.33,139.23.197.207
163.242.200.33,141.73.47.9
163.242.200.40,139.23.197.207
163.242.200.41,141.73.47.9
163.242.200.45,163.242.193.203
163.242.219.98,194.138.14.54
163.242.219.98,194.138.14.55
163.242.219.98,194.138.14.56
163.242.219.98,194.138.14.57
139.10.129.210,194.138.14.54
139.10.129.210,194.138.14.55
139.10.129.210,194.138.14.56
139.10.129.210,194.138.14.57
163.242.0.176,194.138.14.54
163.242.0.176,194.138.14.55
163.242.0.176,194.138.14.56
163.242.0.176,194.138.14.57
137.223.199.114,157.163.133.8
137.223.199.114,157.163.133.9
139.10.208.1,157.163.133.8
139.10.208.1,157.163.133.9
10.222.48.72,139.22.145.45
10.222.49.36,139.22.145.45
10.222.49.38,139.22.145.45
10.222.49.42,139.22.145.45
10.222.49.43,139.22.145.45
132.186.4.22,141.29.113.47
132.186.49.148,141.29.113.47
137.223.1.17,157.163.133.8
137.223.1.17,157.163.133.9
137.223.1.18,157.163.133.8
137.223.1.18,157.163.133.9
137.223.1.19,157.163.133.8
137.223.1.19,157.163.133.9
137.223.49.164,157.163.133.8
137.223.49.164,157.163.133.9
137.223.157.7,139.22.145.45
139.10.130.69,157.163.133.8
139.10.130.69,157.163.133.9
141.29.191.44,139.22.145.45
141.29.191.48,139.22.145.45
141.29.232.151,139.22.145.45
141.29.232.154,139.22.145.45
141.29.232.155,139.22.145.45
149.212.118.137,146.253.62.190
149.212.118.137,146.253.62.191
149.212.118.140,146.253.62.190
149.212.118.140,146.253.62.191
149.212.118.141,146.253.62.190
149.212.118.141,146.253.62.191
149.212.118.146,139.22.145.45
149.212.118.148,139.22.145.45
163.242.210.238,146.253.62.190
163.242.210.238,146.253.62.191
163.242.210.238,163.242.196.198
